user_id,teamchat_session_id,date
1244,6821,1464241204
1074,6838,1464243024
350,6777,1464246654
1349,6792,1464248401
1219,6854,1464248403
1398,6780,1464248416
500,6922,1464248426
20,6799,1464248434
2004,6925,1464250200
1051,6859,1464252004
442,7035,1464252013
14,6782,1464255605
2100,6791,1464259200
1996,6858,1464261004
540,6783,1464262807
1324,6821,1464262808
1237,6819,1464262825
1606,6780,1464262827
1535,6795,1464262838
88,6821,1464264607
1920,6956,1464268200
554,6820,1464268209
1019,6817,1464268212
97,6911,1464270001
1599,6782,1464275422
621,6914,1464275430
2093,6922,1464275441
516,6784,1464277207
967,6783,1464277215
423,6925,1464277219
37,7104,1464277228
240,6783,1464279011
696,6943,1464279052
1084,6778,1464280801
1665,6811,1464282605
1665,6811,1464284413
214,6800,1464284416
294,6783,1464284437
428,6886,1464288006
683,6889,1464288009
876,6920,1464289837
1268,6791,1464291605
1514,7212,1464291611
1305,6925,1464291630
1703,7035,1464291632
1588,6776,1464291636
128,6810,1464293409
1318,6910,1464295204
1839,6780,1464295210
701,6792,1464295238
767,6791,1464295257
110,6854,1464297004
456,6810,1464297007
1035,6790,1464297023
483,6779,1464297027
1126,6888,1464297029
394,6875,1464298805
735,6792,1464298806
380,6792,1464298813
97,6911,1464298836
1204,6776,1464304212
1548,6776,1464304215
1034,6794,1464306001
1816,6946,1464306007
1056,6780,1464309612
1995,6925,1464309615
1596,6791,1464309619
319,6857,1464311400
1428,6984,1464313224
668,6781,1464313230
252,6810,1464313236
1839,6780,1464313244
305,6943,1464316829
936,6949,1464316832
1482,6787,1464316833
128,6810,1464316841
1994,6858,1464322200
834,6819,1464322206
394,6875,1464322209
288,6868,1464322210
987,6925,1464322221
1506,6780,1464322229
1935,6799,1464324029
674,6778,1464324038
2033,6791,1464324040
1868,6888,1464325811
388,6795,1464325824
789,6796,1464325833
631,6789,1464325834
1844,6956,1464325846
1847,6779,1464325849
80,6791,1464329399
240,6783,1464331200
1978,7212,1464331208
265,6819,1464331217
1996,6858,1464331218
560,6925,1464331221
2050,6794,1464334812
1450,6794,1464334818
1638,7347,1464334826
254,7024,1464334828
2067,6784,1464336625
1975,6949,1464340205
417,6789,1464342002
982,7443,1464342015
131,6974,1464345610
137,8205,1464345620
428,6886,1464345632
1768,6891,1464347401
412,6778,1464347419
853,7212,1464349202
968,6911,1464349232
759,6857,1464351001
1356,6783,1464351005
1366,6810,1464351039
1989,6782,1464354611
1506,6780,1464354614
1978,7212,1464354618
388,6795,1464354644
423,6925,1464356422
669,6984,1464358200
1110,6973,1464358203
1649,6857,1464358223
431,6810,1464358239
789,6796,1464358241
319,6857,1464358242
1118,6850,1464360004
365,6819,1464360023
1754,6810,1464360031
62,6792,1464361828
1688,7024,1464363608
1793,7058,1464363648
1241,6785,1464365409
1882,6925,1464369014
861,6925,1464369023
394,6875,1464370823
461,6787,1464372604
1989,6782,1464372605
1574,6850,1464372618
1975,6949,1464372623
305,6943,1464372633
1192,7212,1464372643
336,9079,1464376227
1305,6925,1464379822
521,6809,1464379827
214,6800,1464379848
1130,9529,1464379852
1118,6850,1464379861
1127,7008,1464381612
1450,6794,1464381613
257,6792,1464381632
554,6820,1464381638
1189,7280,1464381639
630,6785,1464383411
667,6783,1464385199
1302,7022,1464385217
556,6809,1464385245
1935,6799,1464387002
412,6778,1464387012
1617,7024,1464387024
1789,6819,1464388799
759,6857,1464390600
1354,6789,1464392407
1225,6850,1464394201
1535,6795,1464394226
37,7104,1464394234
602,6813,1464394240
1991,6850,1464396001
69,6853,1464397806
1019,6817,1464397809
985,6925,1464399605
1588,6776,1464399624
1125,6792,1464399641
311,6866,1464401406
2100,6791,1464401413
1819,6838,1464401427
1816,6946,1464401437
834,6819,1464403202
263,6925,1464403221
1926,7007,1464403227
449,6778,1464403233
442,7035,1464403244
291,6815,1464403253
735,6792,1464406807
1626,6778,1464406826
131,6974,1464406838
1754,6810,1464408607
674,6778,1464408616
329,6914,1464410414
1498,6795,1464414008
1972,6789,1464415799
767,6791,1464415805
1482,6787,1464415822
311,6866,1464415823
1741,6799,1464415828
1095,6792,1464415830
20,6799,1464417632
230,6853,1464417637
843,6809,1464419399
426,6797,1464419407
388,6795,1464421225
40,6809,1464421231
1450,6794,1464423002
698,6781,1464423010
423,6925,1464423020
1126,6888,1464423032
128,6810,1464423060
1441,6782,1464424833
936,6949,1464426602
131,6974,1464426606
1514,7212,1464426626
1237,6819,1464428406
1204,6776,1464430215
2014,8474,1464430242
155,7008,1464433803
1926,7007,1464435621
1969,9671,1464435622
4,6888,1464435651
339,6778,1464437424
20,6799,1464437428
1244,6821,1464437433
1258,7058,1464437435
1033,6818,1464441003
1162,6974,1464441010
853,7212,1464441011
1225,6850,1464441015
1085,6910,1464441024
1110,6973,1464441027
1573,6777,1464441034
280,6956,1464441049
2095,6889,1464441053
1056,6780,1464442810
1037,6951,1464444605
577,7270,1464444628
1095,6792,1464444629
265,6819,1464444645
1999,6866,1464448202
1844,6956,1464448205
1649,6857,1464448210
1305,6925,1464448223
518,6782,1464450005
650,6811,1464450009
533,6791,1464450017
1127,7008,1464450039
1972,6789,1464450041
1506,6780,1464451814
1085,6910,1464453601
1965,8474,1464457204
1253,7058,1464457209
582,7726,1464457217
1012,6875,1464459002
1627,6784,1464460801
2022,6783,1464460806
368,6792,1464460817
288,6868,1464464400
254,7024,1464464413
196,6789,1464466200
803,6911,1464466222
1573,6777,1464466223
1285,7007,1464466251
1688,7024,1464468010
521,6809,1464468016
698,6781,1464469799
280,6956,1464469808
319,6857,1464469810
